mondo_id	property	value_old	value_new
MONDO:0020578	definition	OBSOLETE. Abnormally low level of 25-hydroxyvitamin D in the blood.	Abnormally low level of 25-hydroxyvitamin D in the blood.
MONDO:0020583	definition	Chromosomal disorder in which chromosome 17 is affected.	An irregularity in the structure of chromosome 17.
MONDO:0020595	definition	OBSOLETE. A disease or disorder that involves the retroperitoneal space.	A disease or disorder that involves the retroperitoneal space.
MONDO:0020603	definition	A rare genodermatosis with great phenotypic variation and characterized most commonly by ichthyosis, chondrodysplasia punctata (CDP), asymmetric shortening of the limbs, cataracts and short stature.	X-linked dominant chondrodysplasia punctata (CDPX2) is a rare genodermatosis with great phenotypic variation and characterized most commonly by ichthyosis, chondrodysplasia punctata (CDP), asymmetric shortening of the limbs, cataracts and short stature.
MONDO:0700064	definition	Chromosomal disorder consisting of the presence a chromosomal abnormality in which there is an addition or loss of chromosomes within a set.	A chromosomal abnormality in which there is an addition or loss of chromosomes within a set.
MONDO:0020767	definition	A rare neurologic disorder caused by impingement of the nerve roots of the cauda equina secondary to disk herniation, spinal stenosis, vertebral fracture, neoplasm or infection. Clinical signs may include bladder or bowel dysfunction, paresthesia and weakness of the lower extremities. The development of neurogenic bladder implies that surgical decompression was either ineffective, delayed or not attempted.	A rare neurologic disorder caused by impingement of the nerve roots of the cauda equina secondary to disc herniation, spinal stenosis, vertebral fracture, neoplasm or infection. Clinical signs may include bladder or bowel dysfunction, paresthesia and weakness of the lower extremities. The development of neurogenic bladder implies that surgical decompression was either ineffective, delayed or not attempted.
MONDO:0020802	definition	OBSOLETE. A neoplasm composed of basal cells that metastasizes to other anatomic sites.	A neoplasm composed of basal cells that metastasizes to other anatomic sites.
MONDO:0020803	definition	OBSOLETE. A defect of the bundle branches or fascicles in the electrical conduction system of the heart.	A defect of the bundle branches or fascicles in the electrical conduction system of the heart.
MONDO:0020840	definition	A primarily a lung disorder characterized by onset of respiratory insufficiency due to pulmonary alveolar proteinosis (PAP) in the first months of life. Affected individuals may have normal respiratory function at birth. Development of the disorder appears to be influenced or triggered by viral infection, manifest as progressive respiratory insufficiency, confluent consolidations on lung imaging, and diffuse collection of periodic acid-Schiff (PAS)-positive material in pulmonary alveoli associated with small and nonfoamy alveolar macrophages. Patients also have hypogammaglobulinemia, leukocytosis, and splenomegaly. Many patients die of respiratory failure in infancy or early childhood; hematopoietic stem cell transplantation (HSCT) is curative. The pathogenesis may be related to abnormal function of alveolar macrophages, resulting in decreased catabolism of surfactant. The disorder results from a gain-of-function effect that particularly affects B cells and monocytes.	
MONDO:0020842	definition	OBSOLETE. Medullary carcinoma may refer to one of several different tumors of epithelial origin. As the term 'medulla' is a generic anatomic descriptor for the mid-layer of various organ tissues, a medullary tumor usually arises from the 'mid-layer tissues' of the relevant organ.	Medullary carcinoma may refer to one of several different tumors of epithelial origin. As the term 'medulla' is a generic anatomic descriptor for the mid-layer of various organ tissues, a medullary tumor usually arises from the 'mid-layer tissues' of the relevant organ.
MONDO:0021037	definition	OBSOLETE. An instance of neurodegenerative disease with dementia that is caused by a modification of the individual's genome.	An instance of neurodegenerative disease with dementia that is caused by a modification of the individual's genome.
MONDO:0021044	definition	OBSOLETE. An embryonal neoplasm characterized by the presence of epithelial, mesenchymal, and blastema components. The vast majority of cases arise from the kidney. A small number of cases with morphologic features resembling Wilms tumor of the kidney have been reported arising from the ovary and the cervix.	An embryonal neoplasm characterized by the presence of epithelial, mesenchymal, and blastema components. The vast majority of cases arise from the kidney. A small number of cases with morphologic features resembling Wilms tumor of the kidney have been reported arising from the ovary and the cervix.
MONDO:0021257	definition		A neoplasm (disease) that involves the jugular body.
MONDO:0021103	definition	OBSOLETE. Historically, a heterogeneous group of acute and chronic diseases, including rheumatoid arthritis, systemic lupus erythematosus, progressive systemic sclerosis, dermatomyositis, etc. This classification was based on the notion that 'collagen' was equivalent to 'connective tissue', but with the present recognition of the different types of collagen and the aggregates derived from them as distinct entities, the term 'collagen diseases' now pertains exclusively to those inherited conditions in which the primary defect is at the gene level and affects collagen biosynthesis, post-translational modification, or extracellular processing directly. (From Cecil Textbook of Medicine, 19th ed, p1494)	Historically, a heterogeneous group of acute and chronic diseases, including rheumatoid arthritis, systemic lupus erythematosus, progressive systemic sclerosis, dermatomyositis, etc. This classification was based on the notion that 'collagen' was equivalent to 'connective tissue', but with the present recognition of the different types of collagen and the aggregates derived from them as distinct entities, the term 'collagen diseases' now pertains exclusively to those inherited conditions in which the primary defect is at the gene level and affects collagen biosynthesis, post-translational modification, or extracellular processing directly. (From Cecil Textbook of Medicine, 19th ed, p1494)
MONDO:0021130	definition	An inherited metabolic disease that is has its basis in the disruption of sphingolipid biosynthetic process.	An acquired metabolic disease that is has its basis in the disruption of sphingolipid biosynthetic process.
MONDO:0021194	definition	OBSOLETE. A grouping of diseases based on molecular activity, cellular process or subcellular component.	A grouping of diseases based on molecular activity, cellular process or subcellular component.
MONDO:0021200	definition	OBSOLETE. Any of the forms of disease that have a rare incidence.	Any of the forms of disease that have a rare incidence.
MONDO:0021665	definition	OBSOLETE. A rare autosomal recessive condition caused by mutation(s) in the PHYH gene, encoding phytanoyl-CoA dioxygenase, peroxisomal. It is characterized by abnormalities in the breakdown of phytanic acid and impaired growth of myelin sheaths. Signs and symptoms include neurologic damage, cerebellar degeneration, and neuropathy.	A rare autosomal recessive condition caused by mutation(s) in the PHYH gene, encoding phytanoyl-CoA dioxygenase, peroxisomal. It is characterized by abnormalities in the breakdown of phytanic acid and impaired growth of myelin sheaths. Signs and symptoms include neurologic damage, cerebellar degeneration, and neuropathy.
MONDO:0021804	definition	Tuberculosis caused by the infection of Mycobacterium tuberculosis in patients with silicosis (that is caused by inhalation of silica dust particles). The risk of a patient with silicosis developing pulmonary tuberculosis and extra-pulmonary tuberculosis is higher than in healthy population.	Pulmonary or extrapulmonary infection caused by MYCOBACTERIUM TUBERCULOSIS or nontuberculous mycobacteria in a patient with silicosis.
MONDO:0021895	definition	A common disorder noted with jaw movement. It may be caused by malocclusion, repetitive use injury, trauma or arthritis. It is more prevalent among females between their second and fourth decades. Clinical signs include preauricular pain, temporomandibular joint clicking (as the mandibular condyle slips from the articulation made with the capsular disk and temporal bone) and restriction of jaw motion. Clinical course is typically benign but may progress to associated headaches, ear and neck pain, tinnitus and dislocation of temporomandibular joint. Prognosis is favorable as a majority of cases will respond to conservative management.	A common disorder noted with jaw movement. It may be caused by malocclusion, repetitive use injury, trauma or arthritis. It is more prevalent among females between their second and fourth decades. Clinical signs include preauricular pain, temporomandibular joint clicking (as the mandibular condyle slips from the articulation made with the capsular disc and temporal bone) and restriction of jaw motion. Clinical course is typically benign but may progress to associated headaches, ear and neck pain, tinnitus and dislocation of temporomandibular joint. Prognosis is favorable as a majority of cases will respond to conservative management.
MONDO:0022575	definition	A syndromic disease characterized by a small ductal system and reduction in the number of interlobular bile ducts.	A syndromic disease characterised by a small ductal system and reduction in the number of interlobular bile ducts.
MONDO:0022794	definition	OBSOLETE. A structural cytogenetic abnormality characterized by partial or complete loss of chromosome 8.	A structural cytogenetic abnormality characterized by partial or complete loss of chromosome 8.
MONDO:0022918	definition	OBSOLETE. A disease that has its basis in the disruption of cytokine activity.	A disease that has its basis in the disruption of cytokine activity.
MONDO:0040870	definition	A form of polydipsia characterized by excessive fluid intake in the absence of physiological stimuli to drink.	A form of polydipsia characterised by excessive fluid intake in the absence of physiological stimuli to drink.
MONDO:0023152	definition	Fibrocartilaginous embolism (FCE) is a rare type of embolism (sudden blocking of an artery) that occurs in the spinal cord. FCE occurs when materials that are usually found within the vertebral disk of the spine enter into the nearby vascular system (veins and arteries) and block one of the spinal cord vessels. The signs and symptoms of FCE often develop after a minor or even unnoticed btriggering eventb such as lifting, straining, or falling. Symptoms of FCE may include neck and/or back pain, progressive muscle weakness, and paralysis.The exact underlying cause of FCE is poorly understood. Most cases occur sporadically in people with no family history of the disease. Diagnosis is based on imaging of the spinal cord and ruling out other causes of a blockage of the vascular system within the spinal cord. Treatment is generally focused on preventing possible complications and improving quality of life with medications and physical therapy.	Fibrocartilaginous embolism (FCE) is a rare type of embolism (sudden blocking of an artery) that occurs in the spinal cord. FCE occurs when materials that are usually found within the vertebral disc of the spine enter into the nearby vascular system (veins and arteries) and block one of the spinal cord vessels. The signs and symptoms of FCE often develop after a minor or even unnoticed btriggering eventb such as lifting, straining, or falling. Symptoms of FCE may include neck and/or back pain, progressive muscle weakness, and paralysis.The exact underlying cause of FCE is poorly understood. Most cases occur sporadically in people with no family history of the disease. Diagnosis is based on imaging of the spinal cord and ruling out other causes of a blockage of the vascular system within the spinal cord. Treatment is generally focused on preventing possible complications and improving quality of life with medications and physical therapy.
MONDO:0023153	definition	A type of abdominal tuberculosis that is characterized by accumulation of fluid in the abdomen, a swollen abdomen, and slightly raised tubercles of 1–2 mm all over the peritoneum.	
MONDO:0023235	definition		A rare melanocytic lesion occurring at birth, comprising at least 5% of the body surface area. It usually presents as a dark brown to black hairy lesion. Morphologically, it is characterized by the presence of a compound or intradermal nevus. There is an increased risk of malignant transformation to melanoma, rhabdomyosarcoma, and poorly differentiated malignant tumors.
MONDO:0023873	definition	OBSOLETE. Noonan-like/multiple giant cell lesion syndrome (NS/MGCLS) is a term used to describe a subgroup of people with Noonan syndrome who also have giant cell lesions (benign tumor-like lesions that most frequently occur in the jaws but may also affect other bones or soft tissues) and resemble individuals who have cherubism. Although NS/MGCLS was once believed to be a separate condition, it is now known to bepart of the Noonan syndrome spectrum. Mutations in the PTPN11 and SOS1 genes have been associated with NS/MGCLS; however, mutations in these genes do not always cause giant cell lesions. One family with NS/MGCLS has been found to have a mutation in the PTPN11 gene butno giant cell lesions, suggesting that other genetic factors may be involved in leading to giant cell development. Multiple giant cell lesions associated with NS may resolve after puberty with variable restoration of the facial structure.	Noonan-like/multiple giant cell lesion syndrome (NS/MGCLS) is a term used to describe a subgroup of people with Noonan syndrome who also have giant cell lesions (benign tumor-like lesions that most frequently occur in the jaws but may also affect other bones or soft tissues) and resemble individuals who have cherubism. Although NS/MGCLS was once believed to be a separate condition, it is now known to bepart of the Noonan syndrome spectrum. Mutations in the PTPN11 and SOS1 genes have been associated with NS/MGCLS; however, mutations in these genes do not always cause giant cell lesions. One family with NS/MGCLS has been found to have a mutation in the PTPN11 gene butno giant cell lesions, suggesting that other genetic factors may be involved in leading to giant cell development. Multiple giant cell lesions associated with NS may resolve after puberty with variable restoration of the facial structure.
MONDO:0024236	definition	OBSOLETE. A disorder characterized by the progressive loss of function and/or structure of the affected tissues.	A disorder characterized by the progressive loss of function and/or structure of the affected tissues.
MONDO:0024248	definition	OBSOLETE. A name originally applied to a group of skin diseases characterized by the formation of fine, branny scales, but now used only with a modifier. (Dorland, 27th ed)	A name originally applied to a group of skin diseases characterized by the formation of fine, branny scales, but now used only with a modifier. (Dorland, 27th ed)
MONDO:0024297	definition	OBSOLETE. A collective term for nutritional disorders resulting from poor absorption or nutritional imbalance, and metabolic disorders resulting from defects in biosynthesis (ANABOLISM) or breakdown (CATABOLISM) of endogenous substances.	A collective term for nutritional disorders resulting from poor absorption or nutritional imbalance, and metabolic disorders resulting from defects in biosynthesis (ANABOLISM) or breakdown (CATABOLISM) of endogenous substances.
MONDO:0024381	definition	A circadian sleep disorder that results from traveling across time zones.	A circadian sleep disorder that results from travelling across time zones.
MONDO:0024505	definition	OBSOLETE. A broad grouping of diseases based on major body subdivisions.	A broad grouping of diseases based on major body subdivisions.
MONDO:0024563	definition	A Mendelian susceptibility or predisposition to herpes simplex infection induced encephalitis in which the cause of the diseas is a mutation in the UNC93B1 gene.	Any herpes simplex encephalitis in which the cause of the disease is a mutation in the UNC93B1 gene.
MONDO:0024583	definition	OBSOLETE. The protrusion of part of an organ or fibroadipose tissue through an abnormal opening.	The protrusion of part of an organ or fibroadipose tissue through an abnormal opening.
MONDO:0024624	definition	OBSOLETE. A degenerative disorder that involves the lacrimal gland.	A degenerative disorder that involves the lacrimal gland.
MONDO:0025155	definition		Clinically severe acute disease of cattle caused by noncytopathic forms of Bovine viral diarrhea virus 2 (diarrhea virus 2, bovine viral). Outbreaks are characterized by high morbidity and high mortality.
MONDO:0044746	definition	OBSOLETE. A bacterial infection that is transmitted from animals to people.	A bacterial infection that is transmitted from animals to people.
MONDO:0025481	definition	OBSOLETE. An infectious disease of non-human animals that may be transmitted to humans or may be transmitted from humans to non-human animals, caused by a pathogen (an infectious agent, including bacteria, viruses, parasites, prions, etc).	An infectious disease of non-human animals that may be transmitted to humans or may be transmitted from humans to non-human animals, caused by a pathogen (an infectious agent, including bacteria, viruses, parasites, prions, etc).
MONDO:0025510	definition	A granulomatous disease caused by the aquatic organism pythium insidiosum and occurring primarily in horses, cattle, dogs, cats, and fishes. It is classified into three forms: ocular, cutaneous, and arterial.	A granulomatous disease caused by the aquatic organism pythium insidiosum and occurring primarily in horses, cattle, dogs, cats, fishes, and rarely in humans. It is classified into three forms: ocular, cutaneous, and arterial.
MONDO:0025517	definition	OBSOLETE. A allergic disease involving a shrimp food product.	A allergic disease involving a shrimp food product.
MONDO:0025518	definition	OBSOLETE. A allergic disease involving a acetylsalicylic acid.	A allergic disease involving a acetylsalicylic acid.
MONDO:0029001	definition	OBSOLETE. Disorders caused by the intentional or unintentional ingestion or exposure to chemical substances such as pharmaceutical preparations; noxae; and pesticides.	Disorders caused by the intentional or unintentional ingestion or exposure to chemical substances such as pharmaceutical preparations; noxae; and pesticides.
MONDO:0030266	definition	An autosomal recessive immunologic disorder with variable manifestations. One patient with infantile-onset of chronic cytomegalovirus (CMV) infection associated with severely decreased NK cells has been reported. Another family with 3 affected fetuses showing restrictive cardiomyopathy and hypoplasia of the spleen and thymus has also been reported.	
MONDO:0030300	definition	A dilated cardiomyopathy that is characterized by neonatal onset of severe cardiomyopathy, with rapid progression to cardiac decompensation and death unless the patient undergoes heart transplantation and that has material basis in homozygous or compound heterozygous mutation in the RPL3L gene on chromosome 16p13.	
MONDO:0030302	definition	A human immunodeficiency characterized by early-onset life-threatening infections, combined T and B cell immunodeficiency, severe neutrophil defects, and impaired platelet aggregation, caused by a variation in the SLP76 gene.	
MONDO:0030308	definition	A complex autosomal dominant immunologic disorder characterized by recurrent infections with various organisms, as well as noninfectious inflammation manifest as lymphocytic organ infiltration with gastritis, colitis, and lung, liver, CNS, or skin disease. One of the more common features is inflammation of the stomach and bowel. Most patients develop symptoms in infancy or early childhood; the severity is variable. There may be accompanying fever, elevated white blood cell count, decreased B cells, hypogammaglobulinemia, increased C-reactive protein (CRP), and a generalized hyperinflammatory state. Immunologic workup shows variable B- and T-cell abnormalities such as skewed subgroups. Patients have a propensity for the development of lymphoma, usually in adulthood. At the molecular level, the disorder results from a gain-of-function mutation that leads to constitutive and enhanced activation of the intracellular inflammatory signaling pathway.	
MONDO:0030361	definition	A type I interferonopathy characterized by severe developmental delay and progressive neurologic deterioration ending in premature death. Brain imaging shows diffusely abnormal white matter, severe cerebral atrophy, and intracranial calcification.	
MONDO:0030362	definition	A type I interferonopathy characterized by severe developmental delay and progressive neurologic deterioration. Patients present in infancy with irritability and spasticity. Brain imaging shows diffusely abnormal white matter, cerebral atrophy, and intracranial calcification. Premature death has been associated with renal and/or hepatic failure.	
MONDO:0030366	definition	A dilated cardiomyopathy that is characterized by neonatal or early childhood onset of dilated cardiomyopathy, with rapid progression to cardiac failure and death unless patients undergo cardiac transplantation and that has material basis in homozygous or compound heterozygous mutation in the JPH2 gene on chromosome 20q13.	
MONDO:0030837	definition	An autosomal dominant neurodevelopmental disorder characterized by global developmental delay apparent in infancy. Affected individuals have delayed walking with variable gait abnormalities, including ataxia and spasticity, impaired intellectual development with poor or absent speech and language, and progressive microcephaly. Dysmorphic facial features may also be observed. Most patients have early-onset seizures; some may develop a demyelinating peripheral neuropathy. The clinical features suggest involvement of both the central and peripheral nervous systems.	
MONDO:0030898	definition	An autosomal recessive primary immunologic disorder characterized by onset of recurrent bacterial, viral, and fungal infections in early childhood. Laboratory studies show T-cell lymphopenia and may show variable B-cell or immunoglobulin abnormalities. More variable features found in some patients include lymphoma and neurologic features. Although bone marrow transplantation may be curative, many patients die in childhood.	
MONDO:0032592	definition	A dilated cardiomyopathy that is characterized by dilated cardiomyopathy of variable severity, with age of onset ranging from 2 to 20 years and that has material basis in homozygous or compound heterozygous mutation in the PPCS gene on chromosome 1p34.	
MONDO:0032702	definition	Any Coffin-Siris syndrome in which the cause of the disease is a mutation in the SMARCC2 gene.	
MONDO:0032770	definition	Any BAFopathy in which the cause of the disease is a mutation in the ACTL6B gene.	
MONDO:0033482	definition	A rare hereditary ataxia characterized by adult onset of slowly progressive cerebellar degeneration with gait ataxia, dysmetria, dysarthria, and in some cases diplopia. Cognitive functions are normal, and seizures are absent. Magnetic resonance imaging reveals mild atrophy of the cerebellar vermis.	
MONDO:0033492	definition	Any Coffin-Siris syndrome in which the cause of the disease is a mutation in the ARID2 gene.	
MONDO:0033672	definition	Duane anomaly-myopathy-scoliosis syndrome is characterized by the association of bilateral Duane anomaly type 3, severe scoliosis of early onset, congenital myopathy with hypotonia without muscular weakness, delayed motor development, and short stature. It has been described in one pair of sibs. The Duane type 3 anomaly consists of eye abduction and adduction palsy, globe retraction and narrowing of the palpebral fissure. Muscular biopsy shows aspecific myopathy. Intellectual development is normal. The syndrome is most likely inherited in an autosomal recessive manner. It differs from the Crisfield-Dretakis-Sharpe syndrome, in which short stature and muscular features are absent. Surgery of the scoliosis is necessary. Functional prognosis depends on the severity of the visual handicap.	Duane anomaly-myopathy-scoliosis syndrome is characterised by the association of bilateral Duane anomaly type 3, severe scoliosis of early onset, congenital myopathy with hypotonia without muscular weakness, delayed motor development, and short stature. It has been described in one pair of sibs. The Duane type 3 anomaly consists of eye abduction and adduction palsy, globe retraction and narrowing of the palpebral fissure. Muscular biopsy shows aspecific myopathy. Intellectual development is normal. The syndrome is most likely inherited in an autosomal recessive manner. It differs from the Crisfield-Dretakis-Sharpe syndrome, in which short stature and muscular features are absent. Surgery of the scoliosis is necessary. Functional prognosis depends on the severity of the visual handicap.
MONDO:0034024	definition	A rare systemic disease for which two subtypes exist, either related to the gene PLOD1 or FKBP14 (formerly FKBP22), and for which the clinically overlapping characteristics include congenital muscle hypotonia, congenital or early-onset kyphoscoliosis (progressive or non-progressive), and generalized joint hypermobility with dislocations/subluxations (in particular of the shoulders, hips, and knees). Additional features which may occur in both subtypes are skin hyperextensibility, easy bruising of the skin, rupture/aneurysm of a medium-sized artery, osteopenia/osteoporosis, blue sclerae, umbilical or inguinal hernia, chest deformity, marfanoid habitus, talipes equinovarus, and refractive errors. Gene-specific features, with variable presentation, are additionally observed in each subtype.	A rare systemic disease for which two subtypes exist, either related to the gene PLOD1 or FKBP22, and for which the clinically overlapping characteristics include congenital muscle hypotonia, congenital or early-onset kyphoscoliosis (progressive or non-progressive), and generalized joint hypermobility with dislocations/subluxations (in particular of the shoulders, hips, and knees). Additional features which may occur in both subtypes are skin hyperextensibility, easy bruising of the skin, rupture/aneurysm of a medium-sized artery, osteopenia/osteoporosis, blue sclerae, umbilical or inguinal hernia, chest deformity, marfanoid habitus, talipes equinovarus, and refractive errors. Gene-specific features, with variable presentation, are additionally observed in each subtype.
MONDO:0036491	definition	OBSOLETE. An infrequent malignant neoplasm that occurs during childhood.	An infrequent malignant neoplasm that occurs during childhood.
MONDO:0040753	definition	Mycobacterium tuberculosis infection that does not induce infectious expression of the disease in the affected person, although it can cause continuous immune response generated towards TB antigens; person having LTBI are asymptomatic and acting as a reservoir of active tuberculosis tuberculosis cases and Mycobacterium tuberculosis and run a 5-10% risk of reactivating tuberculosis throughout their lives.	
MONDO:0040797	definition	OBSOLETE. An outdated term to describe certain types of headache which were thought to be related to blood vessel swelling and hyperemia as cause of pain. it is no longer a recognized term and not mentioned in the Headache classification of the International Headache society (IHS).	An outdated term to describe certain types of headache which were thought to be related to blood vessel swelling and hyperemia as cause of pain. it is no longer a recognized term and not mentioned in the Headache classification of the International Headache society (IHS).
MONDO:0043317	definition	A form of dermatomyositis characterized by the presence of typicalskin findingswithout muscle weakness.Some of the skinchanges that suggest dermatomyositis include a pink rash on the face, neck, forearms and upper chest; Gottron's papules and heliotrope eyelids. Pruritis and photosensitivity are common, as is scalp inflammation and thinning of the hair.While patients with amyopathic dermatomyositis should not have clinically evident muscle weakness, minor muscle abnormalities may be included.Fatigue is reported in at least 50% of patients. Some cases have beenassociated with internal malignancy and/or interstitial lung disease. Treatment may include sun avoidance, ample use of sunscreen, topical corticosteroids, antimalarial agents, methotrexate, mycophenolate mofetil, or intravenous (IV) immunoglobulin.	Amyopathic dermatomyositis is a form of dermatomyositis characterized by the presence of typicalskin findingswithout muscle weakness.Some of the skinchanges that suggest dermatomyositis include a pink rash on the face, neck, forearms and upper chest; Gottron's papules and heliotrope eyelids. Pruritis and photosensitivity are common, as is scalp inflammation and thinning of the hair.While patients with amyopathic dermatomyositis should not have clinically evident muscle weakness, minor muscle abnormalities may be included.Fatigue is reported in at least 50% of patients. Some cases have beenassociated with internal malignancy and/or interstitial lung disease. Treatment may include sun avoidance, ample use of sunscreen, topical corticosteroids, antimalarial agents, methotrexate, mycophenolate mofetil, or intravenous (IV) immunoglobulin.
MONDO:0043606	definition	OBSOLETE. A traumatic break in an area of bone that has been weakened by another disease process.	A traumatic break in an area of bone that has been weakened by another disease process.
MONDO:0043678	definition	Chromosomal disorder consisting of the presence a chromosome rearrangement in which a segment has been turned through 180 degrees (inverted), and inserted back into its original location on the chromosome.	A type of chromosome rearrangement in which a segment has been turned through 180 degrees (inverted), and inserted back into its original location on the chromosome.
MONDO:0043881	definition	OBSOLETE. A poorly defined concept which at best is described as an extremely rare entity, possibly related to various subtypes of acute myeloid leukemia with abnormal eosinophils. (WHO, 2001)	A poorly defined concept which at best is described as an extremely rare entity, possibly related to various subtypes of acute myeloid leukemia with abnormal eosinophils. (WHO, 2001)
MONDO:0044219	definition	OBSOLETE. The Duffy blood group system, which consists of 4 alleles, 5 phenotypes, and 5 antigens, is important in clinical medicine because of transfusion incompatibilities and hemolytic disease of the newborn. Duffy antigens are located on ACKR1 (OMIM:613665), or DARC, an acidic glycoprotein found on erythrocytes and other cells throughout the body. The 2 principal antigens, Fy(a) and Fy(b), are produced by the FYA and FYB codominant alleles (see {613665.0001}). Four phenotypes are defined by the corresponding antibodies, anti-Fy(a) and anti-Fy(b): Fy(a+b-), Fy(a-b+), Fy(a+b+), and Fy(a-b-). Fy(a-b-), or Duffy null, is the major phenotype in African and American blacks and is characterized by the presence of Fy(b) on nonerythroid cells, but an absence of Fy(b) on erythrocytes. The Fy(a-b-) phenotype is associated with complete resistance to infection by the malarial parasite Plasmodium vivax (see OMIM:611162). Individuals with the Fy(a-b-) phenotype have the FYB-erythroid silent (FYB-ES) allele with a mutation in the DARC promoter ({613665.0002}). A fifth phenotype, Fy(bwk), or Fy(x), is characterized by weak Fy(b) expression on erythrocytes due to a reduced amount of protein. Individuals with the Fy(bwk) phenotype have the FYB-weak (FYB-WK) allele, also called the FYX allele, with a missense mutation in DARC ({613665.0003}). Other Duffy antigens include Fy3, Fy4, Fy5, and Fy6 (reviews by {21:Pogo and Chaudhuri (2000)}, {10:Langhi and Bordin (2006)}, and {14:Meny (2010)}).	The Duffy blood group system, which consists of 4 alleles, 5 phenotypes, and 5 antigens, is important in clinical medicine because of transfusion incompatibilities and hemolytic disease of the newborn. Duffy antigens are located on ACKR1 (OMIM:613665), or DARC, an acidic glycoprotein found on erythrocytes and other cells throughout the body. The 2 principal antigens, Fy(a) and Fy(b), are produced by the FYA and FYB codominant alleles (see {613665.0001}). Four phenotypes are defined by the corresponding antibodies, anti-Fy(a) and anti-Fy(b): Fy(a+b-), Fy(a-b+), Fy(a+b+), and Fy(a-b-). Fy(a-b-), or Duffy null, is the major phenotype in African and American blacks and is characterized by the presence of Fy(b) on nonerythroid cells, but an absence of Fy(b) on erythrocytes. The Fy(a-b-) phenotype is associated with complete resistance to infection by the malarial parasite Plasmodium vivax (see OMIM:611162). Individuals with the Fy(a-b-) phenotype have the FYB-erythroid silent (FYB-ES) allele with a mutation in the DARC promoter ({613665.0002}). A fifth phenotype, Fy(bwk), or Fy(x), is characterized by weak Fy(b) expression on erythrocytes due to a reduced amount of protein. Individuals with the Fy(bwk) phenotype have the FYB-weak (FYB-WK) allele, also called the FYX allele, with a missense mutation in DARC ({613665.0003}). Other Duffy antigens include Fy3, Fy4, Fy5, and Fy6 (reviews by {21:Pogo and Chaudhuri (2000)}, {10:Langhi and Bordin (2006)}, and {14:Meny (2010)}).
MONDO:0044228	definition	OBSOLETE. Since the initial discovery of the human electroencephalogram (EEG) by {1:Berger (1929)}, it has been speculated that neural oscillations play a broad role in nervous systems and form the basis for higher cognitive functions and consciousness. The presence of a beta/gamma oscillation (18 to 50 Hz) is thought to represent an activated state of the underlying neuronal network. These beta (12-29 Hz) and gamma (30-50 Hz) brain rhythms involve gamma-aminobutyric acid type A (GABA-A) receptor action ({2:Haenschel et al., 2000}; summary by {3:Porjesz et al., 2002}).	Since the initial discovery of the human electroencephalogram (EEG) by {1:Berger (1929)}, it has been speculated that neural oscillations play a broad role in nervous systems and form the basis for higher cognitive functions and consciousness. The presence of a beta/gamma oscillation (18 to 50 Hz) is thought to represent an activated state of the underlying neuronal network. These beta (12-29 Hz) and gamma (30-50 Hz) brain rhythms involve gamma-aminobutyric acid type A (GABA-A) receptor action ({2:Haenschel et al., 2000}; summary by {3:Porjesz et al., 2002}).
MONDO:0044236	definition	OBSOLETE. More than 2 billion people have been infected with the hepatitis B virus (HBV; see OMIM:610424), and more than 350 million of these people are chronic carriers. Each year more than half a million die as a result of acute or chronic HBV infection. Vaccination has been highly successful at preventing new HBV infections and has been implemented into the national immunization programs of more than 150 countries. However, the immune response to HBV vaccination varies greatly among individuals, with 5 to 10% of healthy adults failing to produce protective levels of antibodies. Several factors have been implicated in determining the response to HBV vaccination, including physical factors, such as age, gender, obesity, immunosuppression, and smoking, as well as variation in genes of the immune system (summary by {2:Davila et al., 2010}).	More than 2 billion people have been infected with the hepatitis B virus (HBV; see OMIM:610424), and more than 350 million of these people are chronic carriers. Each year more than half a million die as a result of acute or chronic HBV infection. Vaccination has been highly successful at preventing new HBV infections and has been implemented into the national immunization programs of more than 150 countries. However, the immune response to HBV vaccination varies greatly among individuals, with 5 to 10% of healthy adults failing to produce protective levels of antibodies. Several factors have been implicated in determining the response to HBV vaccination, including physical factors, such as age, gender, obesity, immunosuppression, and smoking, as well as variation in genes of the immune system (summary by {2:Davila et al., 2010}).
MONDO:0044240	definition	OBSOLETE. Perfect pitch, or absolute pitch (AP), is defined as the ability immediately and effortlessly to name a note or collection of notes when they are sounded. Often, persons with perfect pitch possess a memory capacity whereby they can remember the pitch of a note and the configuration of a group or series of notes after a significant interval of time has elapsed. These recognitive and memory talents involve a potential capacity for performing these functions together with a practice factor which is necessary for the maintenance of the skills at the highest level (summary by {12:Profita and Bidder, 1988}). Absolute pitch likely results from a combination of environmental and genetic factors ({16:Theusch et al., 2009}).	Perfect pitch, or absolute pitch (AP), is defined as the ability immediately and effortlessly to name a note or collection of notes when they are sounded. Often, persons with perfect pitch possess a memory capacity whereby they can remember the pitch of a note and the configuration of a group or series of notes after a significant interval of time has elapsed. These recognitive and memory talents involve a potential capacity for performing these functions together with a practice factor which is necessary for the maintenance of the skills at the highest level (summary by {12:Profita and Bidder, 1988}). Absolute pitch likely results from a combination of environmental and genetic factors ({16:Theusch et al., 2009}).
